ens_stable_id,ens_stable_id_version,refseq_stable_id,refseq_stable_id_version,mane_type,ens_gene_name
ENST00000388996,10,NM_004519,4,MANE SELECT,KCNQ3
ENST00000295201,5,NM_144705,4,MANE SELECT,TEKT4
ENST00000357872,9,NM_173800,5,MANE SELECT,LVRN
ENST00000267970,9,NM_005724,6,MANE SELECT,TSPAN3
ENST00000264029,9,NM_007180,3,MANE SELECT,TREH
ENST00000219797,9,NM_032188,3,MANE SELECT,KAT8
ENST00000233969,3,NM_003048,6,MANE SELECT,SLC9A2
ENST00000344935,8,NM_001129885,1,MANE SELECT,CPSF4L
ENST00000374270,8,NM_022486,5,MANE SELECT,SUSD1
ENST00000355085,4,NM_001736,4,MANE SELECT,C5AR1
ENST00000323777,8,NM_001080439,3,MANE SELECT,HSF5
ENST00000542575,6,NM_005628,3,MANE SELECT,SLC1A5
ENST00000371269,9,NM_014762,4,MANE SELECT,DHCR24
ENST00000264258,8,NM_000993,5,MANE SELECT,RPL31
ENST00000375366,4,NM_001080466,2,MANE SELECT,BTBD17
ENST00000299886,9,NM_018714,3,MANE SELECT,COG1
ENST00000354926,9,NM_016019,5,MANE SELECT,LUC7L2
ENST00000299213,10,NM_018357,4,MANE SELECT,LARP6
ENST00000361421,2,NM_014729,3,MANE SELECT,TOX
ENST00000499666,7,NM_021970,4,MANE SELECT,LAMTOR3
ENST00000317508,11,NM_002773,5,MANE SELECT,PRSS8
ENST00000412716,8,NM_014764,4,MANE SELECT,DAZAP2
ENST00000230538,12,NM_001105206,3,MANE SELECT,LAMA4
ENST00000328697,11,NM_030771,2,MANE SELECT,CCDC34
ENST00000518721,6,NM_018482,4,MANE SELECT,ASAP1
ENST00000418476,2,NM_018671,5,MANE SELECT,UNC45A
ENST00000264318,4,NM_000809,4,MANE SELECT,GABRA4
ENST00000334289,7,NM_178127,5,MANE SELECT,ANGPTL5
ENST00000268281,9,NM_173502,5,MANE SELECT,PRSS36
ENST00000262406,10,NM_003835,4,MANE SELECT,RGS9
ENST00000200135,8,NM_004724,4,MANE SELECT,ZW10
ENST00000263433,8,NM_017607,4,MANE SELECT,PPP1R12C
ENST00000370683,6,NM_001159699,2,MANE SELECT,FHL1
ENST00000547058,6,NM_001001317,5,MANE SELECT,PRSS58
ENST00000380986,9,NM_004116,5,MANE SELECT,FKBP1B
ENST00000306846,8,NM_006451,5,MANE SELECT,PAIP1
ENST00000297784,10,NM_138691,3,MANE SELECT,TMC1
ENST00000329406,5,NM_002674,4,MANE SELECT,PMCH
ENST00000253861,5,NM_021807,4,MANE SELECT,EXOC4
ENST00000311083,10,NM_001321,3,MANE SELECT,CSRP2
ENST00000186436,10,NM_015348,2,MANE SELECT,TMEM131
ENST00000370571,7,NM_152890,7,MANE SELECT,COL24A1
ENST00000280612,9,NM_014331,4,MANE SELECT,SLC7A11
ENST00000247470,10,NM_013258,5,MANE SELECT,PYCARD
ENST00000263468,13,NM_020802,4,MANE SELECT,CEP126
ENST00000245932,11,NM_003370,4,MANE SELECT,VASP
ENST00000322122,8,NM_001008274,4,MANE SELECT,TRIM72
ENST00000243052,8,NM_000924,4,MANE SELECT,PDE1B
ENST00000574091,6,NM_001376232,1,MANE SELECT,ZP2
ENST00000232892,12,NM_001086,3,MANE SELECT,AADAC
ENST00000327419,7,NM_207645,4,MANE SELECT,C11orf87
ENST00000377311,4,NM_153237,2,MANE SELECT,TMEM252
ENST00000337573,10,NM_004215,5,MANE SELECT,EBAG9
ENST00000373387,9,NM_032293,5,MANE SELECT,GARNL3
ENST00000278888,8,NM_000139,5,MANE SELECT,MS4A2
ENST00000258457,7,NM_024093,3,MANE SELECT,C2orf49
ENST00000674294,1,NM_001364171,2,MANE SELECT,ODAD1
ENST00000449862,7,NM_001080506,3,MANE SELECT,TMEM150C
ENST00000284629,7,NM_130768,3,MANE SELECT,ASZ1
ENST00000320474,10,NM_003781,4,MANE SELECT,B3GALNT1
ENST00000335670,11,NM_134261,3,MANE SELECT,RORA
ENST00000264031,3,NM_006760,4,MANE SELECT,UPK2
ENST00000257290,10,NM_006206,6,MANE SELECT,PDGFRA
ENST00000261369,9,NM_014035,4,MANE SELECT,SNX24
ENST00000405633,4,NM_001098835,2,MANE SELECT,MS4A15
ENST00000303809,7,NM_145288,3,MANE SELECT,ZNF296
ENST00000311620,7,NM_145865,3,MANE SELECT,ANKS4B
ENST00000295317,4,NM_173647,4,MANE SELECT,RNF149
ENST00000391742,7,NM_002287,6,MANE SELECT,LAIR1
ENST00000652555,1,NM_153348,3,MANE SELECT,FBXW8
ENST00000389916,5,NM_153209,4,MANE SELECT,KIF19
ENST00000262187,10,NM_005614,4,MANE SELECT,RHEB
ENST00000321870,3,NM_152414,5,MANE SELECT,BHLHE22
ENST00000614891,5,NM_052886,3,MANE SELECT,MAL2
ENST00000651561,1,NM_057176,3,MANE SELECT,BSND
ENST00000312251,8,NM_016256,4,MANE SELECT,NAGPA
ENST00000523207,2,NM_004770,3,MANE SELECT,KCNB2
ENST00000361314,5,NM_015696,5,MANE SELECT,GPX7
ENST00000334705,12,NM_144963,4,MANE SELECT,FAM91A1
ENST00000380005,9,NM_001131066,2,MANE SELECT,RFESD
ENST00000271227,11,NM_001114106,3,MANE SELECT,SLC44A3
ENST00000551556,2,NM_001270471,2,MANE SELECT,SOCS2
ENST00000321027,8,NM_003203,5,MANE SELECT,GCFC2
ENST00000258787,12,NM_033054,3,MANE SELECT,MYO1G
ENST00000296425,10,NM_006320,6,MANE SELECT,PGRMC2
ENST00000274382,9,NM_153234,5,MANE SELECT,LIX1
ENST00000262138,4,NM_014405,4,MANE SELECT,CACNG4
ENST00000502492,6,NM_007241,4,MANE SELECT,SNF8
ENST00000307851,9,NM_032782,5,MANE SELECT,HAVCR2
ENST00000378026,5,NM_006825,4,MANE SELECT,CKAP4
ENST00000325285,8,NM_018998,4,MANE SELECT,FBXW5
ENST00000399575,7,NM_021225,5,MANE SELECT,OPRPN
ENST00000529983,3,NM_003774,5,MANE SELECT,GALNT4
ENST00000531188,6,NM_001005,5,MANE SELECT,RPS3
ENST00000322349,13,NM_003566,4,MANE SELECT,EEA1
ENST00000307439,10,NM_177532,5,MANE SELECT,RASSF6
ENST00000267884,11,NM_003134,6,MANE SELECT,SRP14
ENST00000371634,7,NM_000606,3,MANE SELECT,C8G
ENST00000338087,10,NM_001045556,3,MANE SELECT,SLA
ENST00000310954,7,NM_180991,5,MANE SELECT,SLCO4C1
ENST00000427587,9,NM_201400,4,MANE SELECT,EEF2KMT
ENST00000371633,8,NM_178536,4,MANE SELECT,LCN12
ENST00000300141,11,NM_130434,5,MANE SELECT,DPP8
ENST00000231461,10,NM_005668,6,MANE SELECT,ST8SIA4
ENST00000205948,11,NM_000042,3,MANE SELECT,APOH
ENST00000371625,8,NM_000954,6,MANE SELECT,PTGDS
ENST00000242375,8,NM_005989,4,MANE SELECT,AKR1D1
ENST00000265333,8,NM_003374,3,MANE SELECT,VDAC1
ENST00000615439,5,NM_170604,3,MANE SELECT,RASGRP4
ENST00000408973,3,NM_207510,4,MANE SELECT,LCNL1
ENST00000392650,8,NM_001144952,2,MANE SELECT,SDK2
ENST00000392837,9,NM_001330145,2,MANE SELECT,RIC8B
ENST00000371620,4,NM_183241,3,MANE SELECT,PAXX
ENST00000272238,9,NM_001039362,2,MANE SELECT,ATP6V1C2
ENST00000231173,6,NM_018935,4,MANE SELECT,PCDHB15
ENST00000257287,5,NM_025009,5,MANE SELECT,CEP135
ENST00000456936,4,NM_181836,6,MANE SELECT,TMED7
ENST00000315870,10,NM_019071,3,MANE SELECT,ING3
ENST00000494426,2,NM_004669,3,MANE SELECT,CLIC3
ENST00000304506,7,NM_002188,3,MANE SELECT,IL13
ENST00000642864,1,NM_001111125,3,MANE SELECT,IQSEC2
ENST00000219162,4,NM_032935,3,MANE SELECT,MT4
ENST00000245185,6,NM_005953,5,MANE SELECT,MT2A
ENST00000341511,11,NM_001606,5,MANE SELECT,ABCA2
ENST00000370521,8,NM_006256,4,MANE SELECT,PKN2
ENST00000564719,2,NM_001257308,2,MANE SELECT,MINAR2
ENST00000330439,7,NM_001363555,2,MANE SELECT,MT1E
ENST00000194155,7,NM_018936,4,MANE SELECT,PCDHB2
ENST00000274024,4,NM_000134,4,MANE SELECT,FABP2
ENST00000335793,4,NM_012121,5,MANE SELECT,CDC42EP4
ENST00000379818,4,NM_176870,3,MANE SELECT,MT1M
ENST00000409806,8,NM_207360,3,MANE SELECT,ZC3H12D
ENST00000296420,9,NM_016242,4,MANE SELECT,EMCN
ENST00000341267,9,NM_003836,7,MANE SELECT,DLK1
ENST00000437043,8,NM_022350,5,MANE SELECT,ERAP2
ENST00000290705,12,NM_005946,3,MANE SELECT,MT1A
ENST00000336898,8,NM_030792,8,MANE SELECT,GDPD5
ENST00000334346,3,NM_005947,3,MANE SELECT,MT1B
ENST00000311014,11,NM_023036,6,MANE SELECT,DNAI2
ENST00000008527,10,NM_004075,5,MANE SELECT,CRY1
ENST00000389394,8,NM_001370,2,MANE SELECT,DNAH6
ENST00000334350,7,NM_005949,4,MANE SELECT,MT1F
ENST00000462322,3,NM_001195243,2,MANE SELECT,SMKR1
ENST00000606080,2,NM_002031,3,MANE SELECT,FRK
ENST00000644269,2,NM_000441,2,MANE SELECT,SLC26A4
ENST00000394485,5,NM_005952,4,MANE SELECT,MT1X
ENST00000288368,5,NM_024870,4,MANE SELECT,PREX2
ENST00000367244,8,NM_003381,4,MANE SELECT,VIP
ENST00000572914,2,NM_001376256,1,MANE SELECT,CRYM
ENST00000322886,12,NM_203394,3,MANE SELECT,E2F7
ENST00000373394,8,NM_001271696,3,MANE SELECT,ABCB7
ENST00000370282,8,NM_016040,5,MANE SELECT,TMED5
ENST00000369536,10,NM_020320,5,MANE SELECT,RARS2
ENST00000273861,5,NM_152679,4,MANE SELECT,SLC10A4
ENST00000193322,8,NM_014028,4,MANE SELECT,OSTM1
ENST00000359321,2,NM_005431,2,MANE SELECT,XRCC2
ENST00000370563,3,NM_012128,4,MANE SELECT,CLCA4
ENST00000295452,5,NM_173536,4,MANE SELECT,GABRG1
ENST00000402938,4,NM_002043,5,MANE SELECT,GABRR2
ENST00000287878,9,NM_016203,4,MANE SELECT,PRKAG2
ENST00000586539,6,NM_001288985,2,MANE SELECT,ABCA8
ENST00000268389,6,NM_005849,4,MANE SELECT,IGSF6
ENST00000421491,4,NM_001114734,2,MANE SELECT,PABPC4L
ENST00000366756,4,NM_005618,4,MANE SELECT,DLL1
ENST00000376874,9,NM_178314,5,MANE SELECT,RILPL1
ENST00000175091,5,NM_014713,5,MANE SELECT,LAPTM4A
ENST00000273905,7,NM_197965,3,MANE SELECT,SLC10A6
ENST00000369261,9,NM_052904,4,MANE SELECT,KLHL32
ENST00000358615,9,NM_198682,3,MANE SELECT,GYPE
ENST00000370214,9,NM_002858,4,MANE SELECT,ABCD3
ENST00000379516,7,NM_003100,4,MANE SELECT,SNX2
ENST00000268379,9,NM_003366,4,MANE SELECT,UQCRC2
ENST00000266712,11,NM_181783,4,MANE SELECT,TMTC3
ENST00000335251,11,NM_015693,4,MANE SELECT,INTU
ENST00000304916,4,NM_174911,5,MANE SELECT,LRATD2
ENST00000303329,9,NM_014862,4,MANE SELECT,ARNT2
ENST00000314412,7,NM_004479,4,MANE SELECT,FUT7
ENST00000332843,3,NM_006438,5,MANE SELECT,COLEC10
ENST00000371601,5,NM_015392,4,MANE SELECT,NPDC1
ENST00000621592,8,NM_002467,6,MANE SELECT,MYC
ENST00000198801,10,NM_025098,4,MANE SELECT,MOGAT2
ENST00000355097,7,NM_203468,3,MANE SELECT,ENTPD2
ENST00000481752,6,NM_001291999,2,MANE SELECT,NCK1
ENST00000358807,8,NM_022765,4,MANE SELECT,MICAL1
ENST00000287380,6,NM_145647,4,MANE SELECT,TBC1D31
ENST00000228027,12,NM_032564,5,MANE SELECT,DGAT2
ENST00000245255,7,NM_004764,5,MANE SELECT,PIWIL1
ENST00000409687,5,NM_178448,4,MANE SELECT,SAPCD2
ENST00000265191,4,NM_003551,3,MANE SELECT,NME5
ENST00000264381,8,NM_000055,4,MANE SELECT,BCHE
ENST00000436346,7,NM_001365480,1,MANE SELECT,CCDC88A
ENST00000409858,8,NM_207309,3,MANE SELECT,UAP1L1
ENST00000209668,3,NM_000667,4,MANE SELECT,ADH1A
ENST00000372565,8,NM_032257,5,MANE SELECT,ZMYND12
ENST00000370205,6,NM_144988,4,MANE SELECT,ALG14
ENST00000356517,4,NM_207365,4,MANE SELECT,AADACL2
ENST00000371579,7,NM_013379,3,MANE SELECT,DPP7
ENST00000370801,8,NM_015534,6,MANE SELECT,ZZZ3
ENST00000425929,6,NM_001099783,2,MANE SELECT,C4orf33
ENST00000530028,3,NM_014335,3,MANE SELECT,EID1
ENST00000341901,5,NM_001024401,3,MANE SELECT,SBK1
ENST00000358171,8,NM_001235,5,MANE SELECT,SERPINH1
ENST00000356231,4,NM_138477,4,MANE SELECT,CDAN1
ENST00000371561,8,NM_007327,4,MANE SELECT,GRIN1
ENST00000237696,10,NM_206963,2,MANE SELECT,RARRES1
ENST00000295897,9,NM_000477,7,MANE SELECT,ALB
ENST00000072644,7,NM_018982,5,MANE SELECT,YIPF1
ENST00000465093,6,NM_015595,4,MANE SELECT,ARHGEF26
ENST00000564831,6,NM_018690,4,MANE SELECT,APOBR
ENST00000547525,6,NM_014653,4,MANE SELECT,WSCD2
ENST00000226021,5,NM_000727,4,MANE SELECT,CACNG1
ENST00000356897,1,NM_145659,3,MANE SELECT,IL27
ENST00000247883,5,NM_018980,3,MANE SELECT,TAS2R5
ENST00000262613,10,NM_004252,5,MANE SELECT,SLC9A3R1
ENST00000317058,8,NM_138414,3,MANE SELECT,SGF29
ENST00000222462,3,NM_057168,2,MANE SELECT,WNT16
ENST00000371360,2,NM_001010978,4,MANE SELECT,LDLRAD1
ENST00000371906,5,NM_000686,5,MANE SELECT,AGTR2
ENST00000357166,11,NM_016032,4,MANE SELECT,ZDHHC9
ENST00000356126,8,NM_002816,5,MANE SELECT,PSMD12
ENST00000329713,5,NM_032246,6,MANE SELECT,MEX3B
ENST00000223210,5,NM_001099220,3,MANE SELECT,ZNF862
ENST00000323040,5,NM_005282,3,MANE SELECT,GPR4
ENST00000286744,10,NM_207517,3,MANE SELECT,ADAMTSL3
ENST00000323906,9,NM_001774,3,MANE SELECT,CD37
ENST00000310546,3,NM_080862,3,MANE SELECT,SPSB4
ENST00000300184,8,NM_021201,5,MANE SELECT,MS4A7
ENST00000348225,7,NM_002825,7,MANE SELECT,PTN
ENST00000305366,8,NM_014220,3,MANE SELECT,TM4SF1
ENST00000313511,8,NM_003321,5,MANE SELECT,TUFM
ENST00000229330,9,NM_013320,3,MANE SELECT,HCFC2
ENST00000392142,9,NM_005922,4,MANE SELECT,MAP3K4
ENST00000455783,3,NM_001136002,2,MANE SELECT,TMEM229A
ENST00000339480,3,NM_153212,3,MANE SELECT,GJB4
ENST00000393651,8,NM_182692,3,MANE SELECT,SRPK2
ENST00000439858,6,NM_144626,3,MANE SELECT,TMEM125
ENST00000407775,7,NM_012082,4,MANE SELECT,ZFPM2
ENST00000404795,4,NM_032110,3,MANE SELECT,DMRTA2
ENST00000300187,11,NM_032597,5,MANE SELECT,MS4A14
ENST00000394422,8,NM_006649,4,MANE SELECT,UTP14A
ENST00000372583,6,NM_024503,5,MANE SELECT,HIVEP3
ENST00000358201,9,NM_024816,3,MANE SELECT,RABEP2
ENST00000536262,3,NM_145913,5,MANE SELECT,SLC5A8
ENST00000395571,8,NM_007222,5,MANE SELECT,ZHX1
ENST00000524981,9,NM_001306084,2,MANE SELECT,CFAP54
ENST00000425059,1,NM_001136152,1,MANE SELECT,ALG1L2
ENST00000239446,6,NM_018930,4,MANE SELECT,PCDHB10
ENST00000397936,8,NM_001112724,2,MANE SELECT,STK32A
ENST00000300190,7,NM_023945,3,MANE SELECT,MS4A5
ENST00000370558,8,NM_016009,5,MANE SELECT,SH3GLB1
ENST00000316549,11,NM_173653,4,MANE SELECT,SLC9A9
ENST00000308167,10,NM_001421,4,MANE SELECT,ELF4
ENST00000267845,8,NM_002112,4,MANE SELECT,HDC
ENST00000538922,8,NM_001770,6,MANE SELECT,CD19
ENST00000253188,8,NM_019849,3,MANE SELECT,SLC7A10
ENST00000328965,9,NM_178507,4,MANE SELECT,OAF
ENST00000540052,6,NM_001379451,1,MANE SELECT,BCORL1
ENST00000543440,7,NM_014352,4,MANE SELECT,POU2F3
ENST00000312960,4,NM_005067,7,MANE SELECT,SIAH2
ENST00000339824,7,NM_173598,6,MANE SELECT,KSR2
ENST00000265896,10,NM_003129,4,MANE SELECT,SQLE
ENST00000383366,9,NM_024800,5,MANE SELECT,NEK11
ENST00000379982,8,NM_014899,4,MANE SELECT,RHOBTB3
ENST00000270221,11,NM_001425,3,MANE SELECT,EMP3
ENST00000606498,5,NM_032027,3,MANE SELECT,TM2D1
ENST00000344924,8,NM_001724,5,MANE SELECT,BPGM
ENST00000372129,4,NM_001379150,1,MANE SELECT,IRS4
ENST00000252519,8,NM_001371415,1,MANE SELECT,ACE2
ENST00000649286,2,NM_018238,4,MANE SELECT,AGK
ENST00000357814,8,NM_015654,5,MANE SELECT,NAT9
ENST00000280557,11,NM_003677,5,MANE SELECT,DENR
ENST00000462790,8,NM_001145784,2,MANE SELECT,BORCS8
ENST00000268042,7,NM_183376,3,MANE SELECT,ARRDC4
ENST00000472484,6,NM_001006935,3,MANE SELECT,TCEAL4
ENST00000309318,8,NM_138689,3,MANE SELECT,PPP1R14B
ENST00000302190,9,NM_002998,4,MANE SELECT,SDC2
ENST00000243056,5,NM_017410,3,MANE SELECT,HOXC13
ENST00000371514,8,NM_002979,5,MANE SELECT,SCP2
ENST00000487418,8,NM_002225,5,MANE SELECT,IVD
ENST00000652304,1,NM_012064,4,MANE SELECT,MIP
ENST00000422670,7,NM_033310,3,MANE SELECT,KCNK4
ENST00000372627,10,NM_032926,3,MANE SELECT,TCEAL3
ENST00000519374,6,NM_003945,4,MANE SELECT,ATP6V0E1
ENST00000547848,5,NM_001005356,3,MANE SELECT,POTEG
ENST00000311008,16,NM_032038,3,MANE SELECT,SPNS1
ENST00000270257,9,NM_024707,3,MANE SELECT,GEMIN7
ENST00000329665,5,NM_181846,3,MANE SELECT,ZSCAN22
ENST00000493442,2,NM_207318,4,MANE SELECT,FAM199X
ENST00000440232,7,NM_002691,4,MANE SELECT,POLD1
ENST00000302763,12,NM_001903,5,MANE SELECT,CTNNA1
ENST00000372588,4,NM_153448,4,MANE SELECT,ESX1
ENST00000328404,8,NM_001039496,2,MANE SELECT,CATSPERZ
ENST00000557677,3,NM_001004723,3,MANE SELECT,OR4N2
ENST00000381657,8,NM_018390,4,MANE SELECT,PLCXD1
ENST00000378402,10,NM_177531,6,MANE SELECT,PKHD1L1
ENST00000265462,9,NM_012094,5,MANE SELECT,PRDX5
ENST00000273990,6,NM_145244,4,MANE SELECT,DDIT4L
ENST00000651943,2,NM_001364905,1,MANE SELECT,LRBA
ENST00000258873,9,NM_015162,5,MANE SELECT,ACSBG1
ENST00000342740,6,NM_138360,4,MANE SELECT,CARMIL3
ENST00000356786,10,NM_032251,6,MANE SELECT,CCDC88B
ENST00000599837,3,NM_139250,2,MANE SELECT,CTAG1A
ENST00000429967,3,NM_017413,5,MANE SELECT,APLN
ENST00000239165,9,NM_004502,4,MANE SELECT,HOXB7
ENST00000320393,9,NM_183050,4,MANE SELECT,BCKDHB
ENST00000371106,4,NM_003399,6,MANE SELECT,XPNPEP2
ENST00000293190,10,NM_000835,6,MANE SELECT,GRIN2C
ENST00000413619,3,NM_001282477,2,MANE SELECT,TMEM210
ENST00000340368,9,NM_005542,6,MANE SELECT,INSIG1
ENST00000356892,4,NM_018990,4,MANE SELECT,SASH3
ENST00000323927,3,NM_013366,4,MANE SELECT,ANAPC2
ENST00000561028,6,NM_001354768,3,MANE SELECT,NRL
ENST00000371208,5,NM_015888,6,MANE SELECT,HOOK1
ENST00000216780,9,NM_004563,4,MANE SELECT,PCK2
ENST00000674357,1,NM_001317162,2,MANE SELECT,PLAGL1
ENST00000360476,8,NM_021077,4,MANE SELECT,NMB
ENST00000377045,9,NM_001654,5,MANE SELECT,ARAF
ENST00000358741,4,NM_181303,2,MANE SELECT,NLGN3
ENST00000322310,10,NM_003731,3,MANE SELECT,SSNA1
ENST00000648947,1,NM_017553,3,MANE SELECT,INO80
ENST00000260502,11,NM_003567,4,MANE SELECT,BCAR3
ENST00000409012,6,NM_001128228,3,MANE SELECT,TPRN
ENST00000322444,7,NM_015353,3,MANE SELECT,KCTD2
ENST00000256001,13,NM_020445,6,MANE SELECT,ACTR3B
ENST00000334205,9,NM_003942,3,MANE SELECT,RPS6KA4
ENST00000343666,6,NM_053045,2,MANE SELECT,TMEM203
ENST00000650725,2,NM_199001,5,MANE SELECT,CYSRT1
ENST00000445101,4,NM_001190228,2,MANE SELECT,RNF224
ENST00000673835,1,NM_001177316,2,MANE SELECT,SLC34A3
ENST00000262290,9,NM_006151,3,MANE SELECT,LPO
ENST00000552283,6,NM_024057,4,MANE SELECT,NUP37
ENST00000351298,9,NM_002662,5,MANE SELECT,PLD1
ENST00000340384,5,NM_006088,6,MANE SELECT,TUBB4B
ENST00000373173,7,NM_198450,6,MANE SELECT,APOOL
ENST00000344774,6,NM_001001710,3,MANE SELECT,FAM166A
ENST00000439090,7,NM_001017373,4,MANE SELECT,SAMD3
ENST00000372042,6,NM_001143981,2,MANE SELECT,CHRDL1
ENST00000404141,6,NM_007349,4,MANE SELECT,PAXIP1
ENST00000261819,8,NM_016237,5,MANE SELECT,ANAPC5
ENST00000446197,8,NM_025230,5,MANE SELECT,DCAF11
ENST00000330181,9,NM_024044,4,MANE SELECT,SLX1B
ENST00000370445,5,NM_020063,2,MANE SELECT,BARHL2
ENST00000301891,9,NM_018484,4,MANE SELECT,SLC22A11
ENST00000372289,7,NM_019100,5,MANE SELECT,DMAP1
ENST00000358691,10,NM_014877,4,MANE SELECT,HELZ
ENST00000372007,10,NM_002578,5,MANE SELECT,PAK3
ENST00000343053,6,NM_015456,5,MANE SELECT,NELFB
ENST00000377574,6,NM_144585,4,MANE SELECT,SLC22A12
ENST00000270225,12,NM_005500,3,MANE SELECT,SAE1
ENST00000265271,7,NM_018989,2,MANE SELECT,RBM27
ENST00000357503,3,NM_017723,3,MANE SELECT,TOR4A
ENST00000356628,4,NM_001004354,3,MANE SELECT,NRARP
ENST00000380036,10,NM_000459,5,MANE SELECT,TEK
ENST00000285930,9,NM_001628,4,MANE SELECT,AKR1B1
ENST00000304191,4,NM_031452,4,MANE SELECT,RAMAC
ENST00000241261,7,NM_003810,4,MANE SELECT,TNFSF10
ENST00000381410,5,NM_001102575,2,MANE SELECT,SNX18
ENST00000652691,1,NM_003123,6,MANE SELECT,SPN
ENST00000521381,6,NM_181523,3,MANE SELECT,PIK3R1
ENST00000308893,9,NM_016151,4,MANE SELECT,TAOK2
ENST00000337975,6,NM_022480,4,MANE SELECT,KLHL25
ENST00000359596,8,NM_000540,3,MANE SELECT,RYR1
ENST00000361752,8,NM_006775,3,MANE SELECT,QKI
ENST00000265459,11,NM_015080,4,MANE SELECT,NRXN2
ENST00000369799,10,NM_006621,7,MANE SELECT,AHCYL1
ENST00000324068,2,NM_014289,4,MANE SELECT,CAPN6
ENST00000242592,9,NM_000017,4,MANE SELECT,ACADS
ENST00000442682,7,NM_001085429,2,MANE SELECT,TMEM213
ENST00000373004,5,NM_014467,3,MANE SELECT,SRPX2
ENST00000343526,9,NM_015905,3,MANE SELECT,TRIM24
ENST00000370206,9,NM_001839,5,MANE SELECT,CNN3
ENST00000279392,8,NM_003609,5,MANE SELECT,HIRIP3
ENST00000311111,11,NM_000999,4,MANE SELECT,RPL38
ENST00000228740,7,NM_000895,3,MANE SELECT,LTA4H
ENST00000277225,10,NM_021224,6,MANE SELECT,ZNF462
ENST00000646743,1,NM_024915,4,MANE SELECT,GRHL2
ENST00000218008,8,NM_001142447,3,MANE SELECT,ATP1B4
ENST00000563197,6,NM_173618,3,MANE SELECT,INO80E
ENST00000370056,9,NM_006113,5,MANE SELECT,VAV3
ENST00000495893,7,NM_024947,4,MANE SELECT,PHC3
ENST00000310924,7,NM_019020,4,MANE SELECT,TBC1D16
ENST00000318445,11,NM_013272,4,MANE SELECT,SLCO3A1
ENST00000206451,11,NM_006263,4,MANE SELECT,PSME1
ENST00000200639,9,NM_002294,3,MANE SELECT,LAMP2
ENST00000394432,8,NM_001098671,2,MANE SELECT,RASGRP2
ENST00000247930,5,NM_015694,3,MANE SELECT,ZNF777
ENST00000289013,11,NM_052924,3,MANE SELECT,RHPN1
ENST00000397560,7,NM_030647,2,MANE SELECT,KDM7A
ENST00000374667,5,NM_006686,4,MANE SELECT,ACTL7B
ENST00000281142,10,NM_144643,4,MANE SELECT,SCLT1
ENST00000333999,5,NM_006687,4,MANE SELECT,ACTL7A
ENST00000392800,7,NM_145292,4,MANE SELECT,GALNTL5
ENST00000368576,8,NM_145062,3,MANE SELECT,ZUP1
ENST00000374647,10,NM_003640,5,MANE SELECT,ELP1
ENST00000332810,4,NM_022767,4,MANE SELECT,AEN
ENST00000371317,10,NM_014060,3,MANE SELECT,MCTS1
ENST00000254627,4,NM_001080399,3,MANE SELECT,OC90
ENST00000369950,8,NM_001563,4,MANE SELECT,IMPG1
ENST00000304661,6,NM_001011551,3,MANE SELECT,C1GALT1C1
ENST00000371322,11,NM_001079872,2,MANE SELECT,CUL4B
ENST00000299335,8,NM_004375,5,MANE SELECT,COX11
ENST00000343702,9,NM_021229,4,MANE SELECT,NTN4
ENST00000350119,9,NM_003586,3,MANE SELECT,DOC2A
ENST00000276590,5,NM_016027,3,MANE SELECT,LACTB2
ENST00000231198,12,NM_017872,5,MANE SELECT,THG1L
ENST00000426013,7,NM_006791,4,MANE SELECT,MORF4L1
ENST00000400331,10,NM_182762,4,MANE SELECT,MACC1
ENST00000356613,4,NM_015193,5,MANE SELECT,ARC
ENST00000216799,9,NM_016049,4,MANE SELECT,EMC9
ENST00000307465,9,NM_001330724,2,MANE SELECT,CDKL2
ENST00000262213,7,NM_014294,6,MANE SELECT,TRAM1
ENST00000359579,5,NM_020299,5,MANE SELECT,AKR1B10
ENST00000370192,8,NM_000110,4,MANE SELECT,DPYD
ENST00000367233,10,NM_019041,7,MANE SELECT,MTRF1L
ENST00000286353,9,NM_001037172,3,MANE SELECT,PXYLP1
ENST00000395184,6,NM_001025616,3,MANE SELECT,ARHGAP24
ENST00000274311,3,NM_015946,5,MANE SELECT,PELO
ENST00000225603,9,NM_001127228,2,MANE SELECT,CBX1
ENST00000523175,6,NM_001173393,3,MANE SELECT,HAVCR1
ENST00000336032,4,NM_006813,3,MANE SELECT,PNRC1
ENST00000216802,10,NM_002818,3,MANE SELECT,PSME2
ENST00000378061,7,NM_001001661,3,MANE SELECT,ZNF425
ENST00000358430,8,NM_153235,4,MANE SELECT,TXLNB
ENST00000370203,9,NM_152487,3,MANE SELECT,TLCD4
ENST00000453757,8,NM_001136032,3,MANE SELECT,KLK11
ENST00000301263,5,NM_003695,3,MANE SELECT,LY6D
ENST00000397786,7,NM_005121,3,MANE SELECT,MED13
ENST00000358303,9,NM_016478,5,MANE SELECT,ZC3HC1
ENST00000452400,7,NM_006540,4,MANE SELECT,NCOA2
ENST00000282753,6,NM_001278064,2,MANE SELECT,GRM1
ENST00000373012,5,NM_002699,4,MANE SELECT,POU3F1
ENST00000337338,9,NM_001134479,2,MANE SELECT,LRRC8D
ENST00000264344,10,NM_014883,4,MANE SELECT,FAM13A
ENST00000239231,7,NM_024594,4,MANE SELECT,PANK3
ENST00000541212,6,NM_002813,7,MANE SELECT,PSMD9
